domain,severity,issue_type,fund_id,field,source_column,db_column,source_value,db_value,difference,recommendation
fund_aum,review,field_change_candidate,112200,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112205,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112206,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112206,equity_won,Equity 총액(원),equity_won,150790000000,148330000000,2460000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112206,benchmark_aum,AUM(원),benchmark_aum,150790000000,148330000000,2460000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112206,invested_equity_won,Equity 총액(원).1,invested_equity_won,128375126145,129753138052,-1378011907,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112206,invested_aum,AUM(원).1,invested_aum,128375126145,129753138052,-1378011907,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112208,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112209,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112209,deposit_won,기준일자 임대보증금(원),deposit_won,81441701744,80100872048,1340829696,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112209,benchmark_aum,AUM(원),benchmark_aum,2201441701744,2200100872048,1340829696,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112209,invested_deposit_won,기준일자 임대보증금(원).1,invested_deposit_won,81441701744,80100872048,1340829696,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112209,invested_aum,AUM(원).1,invested_aum,1929808436744,1928467607048,1340829696,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112214,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112214,deposit_won,기준일자 임대보증금(원),deposit_won,4518751825,4492751825,26000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112214,benchmark_aum,AUM(원),benchmark_aum,158726644825,158700644825,26000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112214,invested_deposit_won,기준일자 임대보증금(원).1,invested_deposit_won,4518751825,4492751825,26000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112214,invested_aum,AUM(원).1,invested_aum,158726644825,158700644825,26000000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112223,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112234,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112234,invested_equity_won,Equity 총액(원).1,invested_equity_won,40187520350,40461768041,-274247691,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112234,invested_aum,AUM(원).1,invested_aum,40187520350,40461768041,-274247691,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112235,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112242,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112242,equity_won,Equity 총액(원),equity_won,186910799003,186910807001,-7998,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112242,loan_won,Loan 총액(원),loan_won,299587275715,295166707817,4420567898,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112242,benchmark_aum,AUM(원),benchmark_aum,486498074718,482077514818,4420559900,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112242,invested_equity_won,Equity 총액(원).1,invested_equity_won,186910799003,186910807001,-7998,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112242,invested_loan_won,Loan 총액(원).1,invested_loan_won,299587275363,295166707471,4420567892,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112242,invested_aum,AUM(원).1,invested_aum,486498074366,482077514472,4420559894,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112247,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112247,equity_won,Equity 총액(원),equity_won,45146526000,44410002000,736524000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112247,benchmark_aum,AUM(원),benchmark_aum,45146526000,44410002000,736524000,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112250,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112250,equity_won,Equity 총액(원),equity_won,149243284800,147041121600,2202163200,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112250,benchmark_aum,AUM(원),benchmark_aum,149243284800,147041121600,2202163200,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112254,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112254,loan_won,Loan 총액(원),loan_won,293654853387,289321821502,4333031885,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112254,benchmark_aum,AUM(원),benchmark_aum,477225314387,472892282502,4333031885,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112254,invested_loan_won,Loan 총액(원).1,invested_loan_won,293654854090,289321822195,4333031895,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,numeric_change_candidate,112254,invested_aum,AUM(원).1,invested_aum,477225315090,472892283195,4333031895,Likely update candidate if the new workbook is the authoritative period.
fund_aum,review,field_change_candidate,112256,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,field_change_candidate,112260,aum_base_date,기준일자,aum_base_date,2026-05-31,2026-04-30,,Review before update. Do not apply automatically.
fund_aum,review,numeric_change_candidate,112260,equity_won,Equity 총액(원),equity_won,5814115748,5825106596,-10990848,Likely update candidate if the new workbook is the authoritative period.
