domain,severity,issue_type,fund_id,field,source_column,db_column,source_value,db_value,difference,recommendation
fund_master,review,field_change_candidate,P00039,maturity_date,만기일,maturity_date,2027-02-20,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00001,recruitment_type,모집형태,recruitment_type,,일반사모(전문투자자),,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00001,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00001,setup_date,최초 설정일,setup_date,2019-10-19,2019-08-26,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00001,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00002,location,국내/해외,location,국내,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00002,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00004,recruitment_type,모집형태,recruitment_type,,일반사모(일반투자자),,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00004,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00004,setup_date,최초 설정일,setup_date,2020-09-24,2020-07-17,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00004,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00005,primary_region,주요투자지역,primary_region,글로벌,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00006,primary_region,주요투자지역,primary_region,글로벌,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00006,setup_date,최초 설정일,setup_date,2021-11-25,2020-11-25,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00006,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00007,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00007,setup_date,최초 설정일,setup_date,2021-07-09,2021-01-14,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00007,maturity_date,만기일,maturity_date,2022-10-22,2022-11-29,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00007,termination_date,해지일,termination_date,2022-10-22,2022-11-29,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00008,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00008,manager,담당자(운용),manager,강민수,임수빈,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00008,setup_date,최초 설정일,setup_date,2020-06-03,2020-02-03,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00008,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00010,recruitment_type,모집형태,recruitment_type,,일반사모(전문투자자),,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00010,primary_region,주요투자지역,primary_region,글로벌,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00010,manager,담당자(운용),manager,강민수,임수빈,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00010,setup_date,최초 설정일,setup_date,2022-06-30,2021-12-14,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00010,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00011,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00011,setup_date,최초 설정일,setup_date,2020-06-20,2019-07-16,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00011,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00012,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00012,setup_date,최초 설정일,setup_date,2019-05-25,2019-01-29,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00012,maturity_date,만기일,maturity_date,9999-12-31,2031-05-31,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00013,recruitment_type,모집형태,recruitment_type,,일반사모(전문투자자),,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00013,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00013,setup_date,최초 설정일,setup_date,2024-12-28,2024-12-30,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00014,sector,투자섹터,sector,리테일,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00014,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00014,setup_date,최초 설정일,setup_date,2025-02-17,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00014,maturity_date,만기일,maturity_date,2044-10-15,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00016,sector,투자섹터,sector,주거,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00016,primary_region,주요투자지역,primary_region,대한민국,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00016,setup_date,최초 설정일,setup_date,2025-11-22,,,Review before update. Do not apply automatically.
fund_master,review,field_change_candidate,R00016,maturity_date,만기일,maturity_date,9999-12-31,,,Review before update. Do not apply automatically.
fund_master,info,supabase_fund_not_in_today_source,R00003,,,,,이지스레지던스위탁관리부동산투자회사,,Likely inactive/old/out-of-scope for today's workbook; do not delete without lifecycle review.
