domain,severity,issue_type,asset_id,asset_code,field,source_column,db_column,source_value,db_value,difference,db_api_enrichment_status,db_building_ledger_source,recommendation
asset_master,review,asset_field_change_candidate,ast_7773542720e0,A112003002,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_7773542720e0,A112003002,site_area,토지면적(㎡),site_area,,2310,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_7773542720e0,A112003002,parking,주차대수,parking,,옥내 108 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,address_text,"전체주소(시/도, 구/군 포함)",address_text,강원도 원주시 단계동 1123,강원특별자치도 원주시 단계동 1123,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,asset_type,기초자산,asset_type,리테일,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,site_area,토지면적(㎡),site_area,,14047,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_58e37903d5ef,A112004001,parking,주차대수,parking,,옥내 921 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_edd6f6c3e3e5,A112005001,canonical_name,자산(건물)명,canonical_name,더피나클강남,더피나클강남 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_edd6f6c3e3e5,A112005001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_edd6f6c3e3e5,A112005001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_edd6f6c3e3e5,A112005001,site_area,토지면적(㎡),site_area,,2987,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_edd6f6c3e3e5,A112005001,parking,주차대수,parking,,옥내 181 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_fe9e7fc006fb,A112006001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_fe9e7fc006fb,A112006001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_fe9e7fc006fb,A112006001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_fe9e7fc006fb,A112006001,site_area,토지면적(㎡),site_area,,3306,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_fe9e7fc006fb,A112006001,parking,주차대수,parking,,옥내 103 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,address_text,"전체주소(시/도, 구/군 포함)",address_text,전라남도 나주시 송월동 1106-2 외 2필지,전라남도 나주시 송월동 1106-2,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,asset_type,기초자산,asset_type,리테일,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,site_area,토지면적(㎡),site_area,,5481,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_668935b47b6b,A112007001,parking,주차대수,parking,,옥내 83 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_122d47e0ef63,A112008001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_122d47e0ef63,A112008001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_122d47e0ef63,A112008001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_122d47e0ef63,A112008001,site_area,토지면적(㎡),site_area,,15996,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_122d47e0ef63,A112008001,parking,주차대수,parking,,옥내 1071 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f0700d6e9655,A112008002,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f0700d6e9655,A112008002,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f0700d6e9655,A112008002,site_area,토지면적(㎡),site_area,,12151,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_f0700d6e9655,A112008002,parking,주차대수,parking,,옥내 830 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_ecd738fc0c31,A112008003,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_ecd738fc0c31,A112008003,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_ecd738fc0c31,A112008003,site_area,토지면적(㎡),site_area,,17290,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_ecd738fc0c31,A112008003,parking,주차대수,parking,,옥내 1021 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_55647389ae80,A112008004,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_55647389ae80,A112008004,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_55647389ae80,A112008004,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_55647389ae80,A112008004,site_area,토지면적(㎡),site_area,,17190,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_55647389ae80,A112008004,parking,주차대수,parking,,옥내 812 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_8e254bfe7df1,A112010001,business_stage,사업단계,business_stage,운영/실물,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_8e254bfe7df1,A112010001,portfolio_region,투자지역,portfolio_region,유럽,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_8e254bfe7df1,A112010001,country_code,국내/해외,country_code,OVERSEAS,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_74fc8d406c81,A112011001,address_text,"전체주소(시/도, 구/군 포함)",address_text,울산광역시 남구 달동 1247-1 외 2필지,울산광역시 남구 달동 1247-1,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_74fc8d406c81,A112011001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_74fc8d406c81,A112011001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_74fc8d406c81,A112011001,site_area,토지면적(㎡),site_area,,1304,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_74fc8d406c81,A112011001,parking,주차대수,parking,,옥내 65 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_0eebe3722ecd,A112012001,canonical_name,자산(건물)명,canonical_name,동일타워,동일타워 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_0eebe3722ecd,A112012001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_0eebe3722ecd,A112012001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_0eebe3722ecd,A112012001,site_area,토지면적(㎡),site_area,,5432,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_0eebe3722ecd,A112012001,parking,주차대수,parking,,옥내 351 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_526e7318eac3,A112013001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_526e7318eac3,A112013001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_526e7318eac3,A112013001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_526e7318eac3,A112013001,gross_floor_area,연면적(m²),gross_floor_area,,202570,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_526e7318eac3,A112013001,site_area,토지면적(㎡),site_area,,0,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,gross_floor_area,연면적(m²),gross_floor_area,,58668,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,site_area,토지면적(㎡),site_area,,6107,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_a87124d2b233,A112015001,parking,주차대수,parking,,옥내 296 / 옥외 34,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_21ccb7c9f7bd,A112017001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_21ccb7c9f7bd,A112017001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_21ccb7c9f7bd,A112017001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_21ccb7c9f7bd,A112017001,site_area,토지면적(㎡),site_area,,12339,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_21ccb7c9f7bd,A112017001,parking,주차대수,parking,,옥내 716 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_93fedc1f0d0f,A112018001,canonical_name,자산(건물)명,canonical_name,홈플러스삼천포점,홈플러스삼천포점 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_93fedc1f0d0f,A112018001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_93fedc1f0d0f,A112018001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_93fedc1f0d0f,A112018001,site_area,토지면적(㎡),site_area,,5565,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_93fedc1f0d0f,A112018001,parking,주차대수,parking,,옥내 222 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_282ed30bb789,A112018002,canonical_name,자산(건물)명,canonical_name,홈플러스진주점,홈플러스진주점 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_282ed30bb789,A112018002,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_282ed30bb789,A112018002,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_282ed30bb789,A112018002,site_area,토지면적(㎡),site_area,,7104,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_282ed30bb789,A112018002,parking,주차대수,parking,,옥내 628 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_1f446ce9025d,A112018003,canonical_name,자산(건물)명,canonical_name,홈플러스죽도점,홈플러스죽도점 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_1f446ce9025d,A112018003,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_1f446ce9025d,A112018003,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_1f446ce9025d,A112018003,site_area,토지면적(㎡),site_area,,5089,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_1f446ce9025d,A112018003,parking,주차대수,parking,,옥내 205 / 옥외 82,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f5fc5bbdb980,A112019001,business_stage,사업단계,business_stage,운영/실물,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f5fc5bbdb980,A112019001,portfolio_region,투자지역,portfolio_region,유럽,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_f5fc5bbdb980,A112019001,country_code,국내/해외,country_code,OVERSEAS,,,not_checked,,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_b79d97794e21,A112024001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_b79d97794e21,A112024001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_b79d97794e21,A112024001,country_code,국내/해외,country_code,KR,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_b79d97794e21,A112024001,site_area,토지면적(㎡),site_area,,4430,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_b79d97794e21,A112024001,parking,주차대수,parking,,옥내 226 / 옥외 0,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,canonical_name,자산(건물)명,canonical_name,서영빌딩,서영빌딩 (투자),,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,asset_type,기초자산,asset_type,오피스,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,portfolio_region,투자지역,portfolio_region,대한민국,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,site_area,토지면적(㎡),site_area,,1234,,found,BldRgstHubService.getBrTitleInfo,Physical fields may be API-enriched. Review provenance before overwriting.
asset_master,review,asset_field_change_candidate,ast_19e5bba5f247,A112025001,parking,주차대수,parking,,옥내 111 / 옥외 11,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
asset_master,review,asset_field_change_candidate,ast_7418f76af537,A112025002,business_stage,사업단계,business_stage,운영/실물,,,found,BldRgstHubService.getBrTitleInfo,Review. Some address/physical fields may intentionally differ after geocode/API cleanup.
