fund_id,short_name,fund_name,dept_text,dept_token,candidate_org_id,candidate_org_name,candidate_org_type,candidate_org_path,match_score,match_type,current_dept_org_id
P00014,P안성성은물류,안성성은물류피에프브이 주식회사,투자1그룹4파트,투자1그룹4파트,org_section_02_group_01_part_04,4파트,part,사업+개발 > 사업그룹 > 4파트,75,org_name_or_path,
P00014,P안성성은물류,안성성은물류피에프브이 주식회사,투자1그룹4파트,투자1그룹4파트,org_section_01_group_01,투자1그룹,group,투자+펀딩 > 투자1그룹,75,org_name_or_path,
P00014,P안성성은물류,안성성은물류피에프브이 주식회사,투자1그룹4파트,투자1그룹4파트,org_section_01_group_01_part_04,4파트,part,투자+펀딩 > 투자1그룹 > 4파트,75,org_name_or_path,
112011,14호,이지스일반사모부동산투자신탁14호,자산관리2파트4,자산관리2파트4,org_section_03_group_01_part_02_team_04,2파트4,team,관리+운영 > 국내자산관리그룹 > 2파트 > 2파트4,75,org_name_or_path,
112011,14호,이지스일반사모부동산투자신탁14호,자산관리2파트4,자산관리2파트4,org_section_03_group_02_part_02_team_01,2파트,team,관리+운영 > 글로벌자산관리그룹 > 2파트 > 2파트,75,org_name_or_path,
112011,14호,이지스일반사모부동산투자신탁14호,자산관리2파트4,자산관리2파트4,org_section_03_group_03_part_02_team_01,2파트,team,관리+운영 > 리빙그룹 > 2파트 > 2파트,75,org_name_or_path,
112011,14호,이지스일반사모부동산투자신탁14호,자산관리2파트4,자산관리2파트4,org_section_02_group_01_part_02_team_01,2파트,team,사업+개발 > 사업그룹 > 2파트 > 2파트,75,org_name_or_path,
112011,14호,이지스일반사모부동산투자신탁14호,자산관리2파트4,자산관리2파트4,org_section_01_group_04_part_02_team_01,2파트,team,투자+펀딩 > 글로벌투자그룹 > 2파트 > 2파트,75,org_name_or_path,
P00037,P와이디816,와이디816피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_03_group_02_part_02_team_01,2파트,team,관리+운영 > 글로벌자산관리그룹 > 2파트 > 2파트,75,org_name_or_path,
P00037,P와이디816,와이디816피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_03_group_03_part_02_team_01,2파트,team,관리+운영 > 리빙그룹 > 2파트 > 2파트,75,org_name_or_path,
P00037,P와이디816,와이디816피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_02_group_01_part_02_team_01,2파트,team,사업+개발 > 사업그룹 > 2파트 > 2파트,75,org_name_or_path,
P00037,P와이디816,와이디816피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_01_group_04_part_02_team_01,2파트,team,투자+펀딩 > 글로벌투자그룹 > 2파트 > 2파트,75,org_name_or_path,
P00037,P와이디816,와이디816피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_01_group_05_part_02_team_01,2파트,team,투자+펀딩 > 스페셜시츄에이션그룹 > 2파트 > 2파트,75,org_name_or_path,
112013,18B호,이지스KORIF사모부동산자투자신탁18B호,상장리츠파트,,,,,,0,unmatched,
112014,18-2호,이지스KORIF사모부동산모투자신탁18-2호,상장리츠파트,,,,,,0,unmatched,
112015,18A호,이지스일반사모부동산자투자신탁18A호(운용),자산관리3파트1,자산관리3파트1,org_section_03_group_01_part_03_team_01,3파트1,team,관리+운영 > 국내자산관리그룹 > 3파트 > 3파트1,75,org_name_or_path,
112015,18A호,이지스일반사모부동산자투자신탁18A호(운용),자산관리3파트1,자산관리3파트1,org_section_02_group_01_part_03_team_01,3파트,team,사업+개발 > 사업그룹 > 3파트 > 3파트,75,org_name_or_path,
112015,18A호,이지스일반사모부동산자투자신탁18A호(운용),자산관리3파트1,자산관리3파트1,org_section_01_group_05_part_03_team_01,자산관리,team,투자+펀딩 > 스페셜시츄에이션그룹 > 자산관리 > 자산관리,75,org_name_or_path,
112015,18A호,이지스일반사모부동산자투자신탁18A호(운용),자산관리3파트1,자산관리3파트1,org_section_01_group_01_part_03_team_01,3파트,team,투자+펀딩 > 투자1그룹 > 3파트 > 3파트,75,org_name_or_path,
112015,18A호,이지스일반사모부동산자투자신탁18A호(운용),자산관리3파트1,자산관리3파트1,org_section_03_group_01_part_03,3파트,part,관리+운영 > 국내자산관리그룹 > 3파트,75,org_name_or_path,
P00030,P와이디427,와이디427피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_03_group_02_part_02_team_01,2파트,team,관리+운영 > 글로벌자산관리그룹 > 2파트 > 2파트,75,org_name_or_path,
P00030,P와이디427,와이디427피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_03_group_03_part_02_team_01,2파트,team,관리+운영 > 리빙그룹 > 2파트 > 2파트,75,org_name_or_path,
P00030,P와이디427,와이디427피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_02_group_01_part_02_team_01,2파트,team,사업+개발 > 사업그룹 > 2파트 > 2파트,75,org_name_or_path,
P00030,P와이디427,와이디427피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_01_group_04_part_02_team_01,2파트,team,투자+펀딩 > 글로벌투자그룹 > 2파트 > 2파트,75,org_name_or_path,
P00030,P와이디427,와이디427피에프브이 주식회사,사업그룹2파트,사업그룹2파트,org_section_01_group_05_part_02_team_01,2파트,team,투자+펀딩 > 스페셜시츄에이션그룹 > 2파트 > 2파트,75,org_name_or_path,
112018,19호,이지스KORIF사모부동산투자신탁19호,자산관리3파트2,자산관리3파트2,org_section_03_group_01_part_03_team_02,3파트2,team,관리+운영 > 국내자산관리그룹 > 3파트 > 3파트2,75,org_name_or_path,
112018,19호,이지스KORIF사모부동산투자신탁19호,자산관리3파트2,자산관리3파트2,org_section_02_group_01_part_03_team_01,3파트,team,사업+개발 > 사업그룹 > 3파트 > 3파트,75,org_name_or_path,
112018,19호,이지스KORIF사모부동산투자신탁19호,자산관리3파트2,자산관리3파트2,org_section_01_group_05_part_03_team_01,자산관리,team,투자+펀딩 > 스페셜시츄에이션그룹 > 자산관리 > 자산관리,75,org_name_or_path,
112018,19호,이지스KORIF사모부동산투자신탁19호,자산관리3파트2,자산관리3파트2,org_section_01_group_01_part_03_team_01,3파트,team,투자+펀딩 > 투자1그룹 > 3파트 > 3파트,75,org_name_or_path,
112018,19호,이지스KORIF사모부동산투자신탁19호,자산관리3파트2,자산관리3파트2,org_section_03_group_01_part_03,3파트,part,관리+운영 > 국내자산관리그룹 > 3파트,75,org_name_or_path,
112019,17-1호,이지스KORIF사모부동산투자신탁17-1호,이지스자산운용,,,,,,0,unmatched,
112641,454호,이지스일반사모부동산투자신탁제454호,사업그룹4파트,사업그룹4파트,org_section_02_group_01_part_04_team_01,4파트,team,사업+개발 > 사업그룹 > 4파트 > 4파트,75,org_name_or_path,
112641,454호,이지스일반사모부동산투자신탁제454호,사업그룹4파트,사업그룹4파트,org_section_01_group_01_part_04_team_01,4파트,team,투자+펀딩 > 투자1그룹 > 4파트 > 4파트,75,org_name_or_path,
112641,454호,이지스일반사모부동산투자신탁제454호,사업그룹4파트,사업그룹4파트,org_section_02_group_01,사업그룹,group,사업+개발 > 사업그룹,75,org_name_or_path,
112641,454호,이지스일반사모부동산투자신탁제454호,사업그룹4파트,사업그룹4파트,org_section_02_group_01_part_04,4파트,part,사업+개발 > 사업그룹 > 4파트,75,org_name_or_path,
112641,454호,이지스일반사모부동산투자신탁제454호,사업그룹4파트,사업그룹4파트,org_section_01_group_01_part_04,4파트,part,투자+펀딩 > 투자1그룹 > 4파트,75,org_name_or_path,
112020,17-2호,이지스KORIF사모부동산투자신탁17-2호,이지스자산운용,,,,,,0,unmatched,
112021,17-3호,이지스KORIF사모부동산투자신탁17-3호,이지스자산운용,,,,,,0,unmatched,
112022,17-4호,이지스KORIF사모부동산투자신탁17-4호,이지스자산운용,,,,,,0,unmatched,
112608,439호,이지스일반사모부동산투자신탁제439호(운용),투자2그룹1파트,투자2그룹1파트,org_section_03_group_03_part_01_team_01,1파트,team,관리+운영 > 리빙그룹 > 1파트 > 1파트,75,org_name_or_path,
112608,439호,이지스일반사모부동산투자신탁제439호(운용),투자2그룹1파트,투자2그룹1파트,org_section_02_group_01_part_01_team_01,1파트,team,사업+개발 > 사업그룹 > 1파트 > 1파트,75,org_name_or_path,
112608,439호,이지스일반사모부동산투자신탁제439호(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_04_part_01_team_01,1파트,team,투자+펀딩 > 글로벌투자그룹 > 1파트 > 1파트,75,org_name_or_path,
112608,439호,이지스일반사모부동산투자신탁제439호(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_05_part_01_team_01,1파트,team,투자+펀딩 > 스페셜시츄에이션그룹 > 1파트 > 1파트,75,org_name_or_path,
112608,439호,이지스일반사모부동산투자신탁제439호(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_01_part_01_team_01,1파트,team,투자+펀딩 > 투자1그룹 > 1파트 > 1파트,75,org_name_or_path,
112025,22호,이지스 KORIF 사모부동산투자신탁 22호,"사업그룹4파트, 전략펀드운용1실",전략펀드운용1실,org_section_03_group_02_part_01_team_01,운용1,team,관리+운영 > 글로벌자산관리그룹 > 1파트 > 운용1,75,org_name_or_path,
112025,22호,이지스 KORIF 사모부동산투자신탁 22호,"사업그룹4파트, 전략펀드운용1실",사업그룹4파트,org_section_02_group_01_part_04_team_01,4파트,team,사업+개발 > 사업그룹 > 4파트 > 4파트,75,org_name_or_path,
112025,22호,이지스 KORIF 사모부동산투자신탁 22호,"사업그룹4파트, 전략펀드운용1실",사업그룹4파트,org_section_01_group_01_part_04_team_01,4파트,team,투자+펀딩 > 투자1그룹 > 4파트 > 4파트,75,org_name_or_path,
112025,22호,이지스 KORIF 사모부동산투자신탁 22호,"사업그룹4파트, 전략펀드운용1실",사업그룹4파트,org_section_02_group_01,사업그룹,group,사업+개발 > 사업그룹,75,org_name_or_path,
112025,22호,이지스 KORIF 사모부동산투자신탁 22호,"사업그룹4파트, 전략펀드운용1실",사업그룹4파트,org_section_02_group_01_part_04,4파트,part,사업+개발 > 사업그룹 > 4파트,75,org_name_or_path,
190014,572호,이지스제572호부동산일반사모투자회사(운용),투자2그룹1파트,투자2그룹1파트,org_section_03_group_03_part_01_team_01,1파트,team,관리+운영 > 리빙그룹 > 1파트 > 1파트,75,org_name_or_path,
190014,572호,이지스제572호부동산일반사모투자회사(운용),투자2그룹1파트,투자2그룹1파트,org_section_02_group_01_part_01_team_01,1파트,team,사업+개발 > 사업그룹 > 1파트 > 1파트,75,org_name_or_path,
190014,572호,이지스제572호부동산일반사모투자회사(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_04_part_01_team_01,1파트,team,투자+펀딩 > 글로벌투자그룹 > 1파트 > 1파트,75,org_name_or_path,
190014,572호,이지스제572호부동산일반사모투자회사(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_05_part_01_team_01,1파트,team,투자+펀딩 > 스페셜시츄에이션그룹 > 1파트 > 1파트,75,org_name_or_path,
190014,572호,이지스제572호부동산일반사모투자회사(운용),투자2그룹1파트,투자2그룹1파트,org_section_01_group_01_part_01_team_01,1파트,team,투자+펀딩 > 투자1그룹 > 1파트 > 1파트,75,org_name_or_path,
112027,23호,이지스타이탄사모부동산투자신탁23호,,,,,,,0,unmatched,
112028,24호,이지스사모부동산투자신탁24호,자산관리3파트2,자산관리3파트2,org_section_03_group_01_part_03_team_02,3파트2,team,관리+운영 > 국내자산관리그룹 > 3파트 > 3파트2,75,org_name_or_path,
112028,24호,이지스사모부동산투자신탁24호,자산관리3파트2,자산관리3파트2,org_section_02_group_01_part_03_team_01,3파트,team,사업+개발 > 사업그룹 > 3파트 > 3파트,75,org_name_or_path,
112028,24호,이지스사모부동산투자신탁24호,자산관리3파트2,자산관리3파트2,org_section_01_group_05_part_03_team_01,자산관리,team,투자+펀딩 > 스페셜시츄에이션그룹 > 자산관리 > 자산관리,75,org_name_or_path,
112028,24호,이지스사모부동산투자신탁24호,자산관리3파트2,자산관리3파트2,org_section_01_group_01_part_03_team_01,3파트,team,투자+펀딩 > 투자1그룹 > 3파트 > 3파트,75,org_name_or_path,
112028,24호,이지스사모부동산투자신탁24호,자산관리3파트2,자산관리3파트2,org_section_03_group_01_part_03,3파트,part,관리+운영 > 국내자산관리그룹 > 3파트,75,org_name_or_path,
112499,인컴앤그로스2-1호,이지스인컴앤그로스일반사모부동산모투자신탁제2-1호,자산관리1파트2,자산관리1파트2,org_section_03_group_01_part_01_team_02,1파트2,team,관리+운영 > 국내자산관리그룹 > 1파트 > 1파트2,75,org_name_or_path,
112499,인컴앤그로스2-1호,이지스인컴앤그로스일반사모부동산모투자신탁제2-1호,자산관리1파트2,자산관리1파트2,org_section_03_group_03_part_01_team_01,1파트,team,관리+운영 > 리빙그룹 > 1파트 > 1파트,75,org_name_or_path,
112499,인컴앤그로스2-1호,이지스인컴앤그로스일반사모부동산모투자신탁제2-1호,자산관리1파트2,자산관리1파트2,org_section_02_group_01_part_01_team_01,1파트,team,사업+개발 > 사업그룹 > 1파트 > 1파트,75,org_name_or_path,
112499,인컴앤그로스2-1호,이지스인컴앤그로스일반사모부동산모투자신탁제2-1호,자산관리1파트2,자산관리1파트2,org_section_01_group_04_part_01_team_01,1파트,team,투자+펀딩 > 글로벌투자그룹 > 1파트 > 1파트,75,org_name_or_path,
112499,인컴앤그로스2-1호,이지스인컴앤그로스일반사모부동산모투자신탁제2-1호,자산관리1파트2,자산관리1파트2,org_section_01_group_05_part_01_team_01,1파트,team,투자+펀딩 > 스페셜시츄에이션그룹 > 1파트 > 1파트,75,org_name_or_path,
112030,20-2호,이지스해외간접RES사모부동산투자신탁제20-2호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_01_part_02_team_01,2파트1,team,관리+운영 > 국내자산관리그룹 > 2파트 > 2파트1,75,org_name_or_path,
112030,20-2호,이지스해외간접RES사모부동산투자신탁제20-2호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_02_part_02_team_01,2파트,team,관리+운영 > 글로벌자산관리그룹 > 2파트 > 2파트,75,org_name_or_path,
112030,20-2호,이지스해외간접RES사모부동산투자신탁제20-2호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_03_part_02_team_01,2파트,team,관리+운영 > 리빙그룹 > 2파트 > 2파트,75,org_name_or_path,
112030,20-2호,이지스해외간접RES사모부동산투자신탁제20-2호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_02_group_01_part_02_team_01,2파트,team,사업+개발 > 사업그룹 > 2파트 > 2파트,75,org_name_or_path,
112030,20-2호,이지스해외간접RES사모부동산투자신탁제20-2호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_01_group_04_part_02_team_01,2파트,team,투자+펀딩 > 글로벌투자그룹 > 2파트 > 2파트,75,org_name_or_path,
112031,31호,이지스사모부동산투자신탁31호,,,,,,,0,unmatched,
112032,20-3호,이지스해외간접RES사모부동산투자신탁제20-3호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_01_part_02_team_01,2파트1,team,관리+운영 > 국내자산관리그룹 > 2파트 > 2파트1,75,org_name_or_path,
112032,20-3호,이지스해외간접RES사모부동산투자신탁제20-3호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_02_part_02_team_01,2파트,team,관리+운영 > 글로벌자산관리그룹 > 2파트 > 2파트,75,org_name_or_path,
112032,20-3호,이지스해외간접RES사모부동산투자신탁제20-3호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_03_group_03_part_02_team_01,2파트,team,관리+운영 > 리빙그룹 > 2파트 > 2파트,75,org_name_or_path,
112032,20-3호,이지스해외간접RES사모부동산투자신탁제20-3호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_02_group_01_part_02_team_01,2파트,team,사업+개발 > 사업그룹 > 2파트 > 2파트,75,org_name_or_path,
112032,20-3호,이지스해외간접RES사모부동산투자신탁제20-3호,글로벌자산관리2파트1,글로벌자산관리2파트1,org_section_01_group_04_part_02_team_01,2파트,team,투자+펀딩 > 글로벌투자그룹 > 2파트 > 2파트,75,org_name_or_path,
112037,30호,이지스복합쇼핑몰사모부동산투자신탁30호,자산관리1파트1,자산관리1파트1,org_section_03_group_01_part_01_team_01,1파트1,team,관리+운영 > 국내자산관리그룹 > 1파트 > 1파트1,75,org_name_or_path,
112037,30호,이지스복합쇼핑몰사모부동산투자신탁30호,자산관리1파트1,자산관리1파트1,org_section_03_group_03_part_01_team_01,1파트,team,관리+운영 > 리빙그룹 > 1파트 > 1파트,75,org_name_or_path,
112037,30호,이지스복합쇼핑몰사모부동산투자신탁30호,자산관리1파트1,자산관리1파트1,org_section_02_group_01_part_01_team_01,1파트,team,사업+개발 > 사업그룹 > 1파트 > 1파트,75,org_name_or_path,
112037,30호,이지스복합쇼핑몰사모부동산투자신탁30호,자산관리1파트1,자산관리1파트1,org_section_01_group_04_part_01_team_01,1파트,team,투자+펀딩 > 글로벌투자그룹 > 1파트 > 1파트,75,org_name_or_path,
