asset_id,canonical_name,asset_type,address_text,current_pnu,match_status,proposed_pnu,matched_address,matched_category,match_score,match_reasons,longitude,latitude
ast_14c10f336834,PASEO 신주쿠,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_4f455c2dd45f,PASEO 오기쿠보,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_10445d29926b,PASEO 사사즈카,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_6e0f3b872714,GRAN PASEO 신주쿠,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_485346cd7578,PASEO 시모키타자와,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_56ba3af5aedc,GRAN PASEO 칸다에키마에,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_b5a8681c1621,LEGALAND 와세다미나미,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_683e8481561e,PASEO 토부네리마,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_656236266bd0,아버하이츠 오우기오하시,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_31da440b4288,CGV대학로,리테일,서울시 종로구 대명길28,,safe,1111017100100410009,명륜2가 41-9,road,7,token:종로구;lot:28,126.99983862530766,37.58345678159364
ast_feb123f425d2,해량에너지,,충청남도 보령시 천북면 장은리 산157-1,,not_found,,,,,,,
ast_b487a63c00bc,신라스테이(제주),호텔,제주특별자치도 제주시 노연로 100,,safe,5011013700102740016,연동 274-16,road,11,token:제주특별자치도;token:제주시;token:노연로;lot:100,126.4909047263591,33.48561052102788
ast_740742dbd00f,일산CLC,리테일,"경기도 고양시 일산동구 장항동 889,889-1,889-2",,safe,4128510400108890000,경기도 고양시 일산동구 장항동 889,parcel,14,token:경기도;token:고양시;token:일산동구;token:장항동;lot:889,126.77596047955755,37.65421819346732
ast_1a20ea59c075,더강남832PFV의 지분증권 및 대출채권,오피스,서울 강남구 강남대로 330,,safe,1168010100108320002,역삼동 832-2,road,11,token:서울;token:강남구;token:강남대로;lot:330,127.03066484801903,37.49270108232744
ast_dcf834c2a811,장춘3호태양광발전소,,경상북도 의성군 장춘리 산88-2,,not_found,,,,,,,
ast_b455401a3b2c,하늘별빛에너지태양광발전소,,경상북도 의성군 장춘리 산88-2,,not_found,,,,,,,
ast_5393f66e7bcb,한국쏠라알피에스태양광발전소,,경상북도 영천시 북안면 효리 산82-1 외 2필지,,not_found,,,,,,,
ast_de2b4769c13a,삼산태양광발전소,,경상남도 고성군 삼산면 장치리 산103-16,,not_found,,,,,,,
ast_44fa365fae5f,맥스에너지하리태양광발전,,경상북도 의성군 하리면 하리 산72,,low_confidence,5175025024106590023,영월읍 덕포리 659-23,road,3,token:하리,128.48026485191673,37.170482381058676
ast_12910bc887e1,성남제이씨에너지,,전라북도 남원시 대산면 신계리 산429-98,,not_found,,,,,,,
ast_f0849461378a,선그린에너지,,전라북도 남원시 대산면 신계리 산53-8,,not_found,,,,,,,
ast_7f04e40d8fcc,스카이에너지,,"강원도 정선군 북평면 남평리 271, 271-2",,safe,5177034023102710000,강원특별자치도 정선군 북평면 남평리 271,parcel,12,token:정선군;token:북평면;token:남평리;lot:271,128.67631178932982,37.42357987858786
ast_aab359e1cf01,디앤피옥연,,경북 의성군 비안면 옥연길 677-1,,not_found,,,,,,,
ast_84777620581a,곡성,,전남 순천시 주암면 백록리 산 41-8,,not_found,,,,,,,
ast_67c6580ada7b,케이앤씨솔라리아,,경북 의성군 다인면 삼분리 산 101-14,,not_found,,,,,,,
ast_a8f90f516d21,CJ제일제당센터,오피스,서울특별시 중구 동호로 330,,safe,1114014700102920000,쌍림동 292,road,11,token:서울특별시;token:중구;token:동호로;lot:330,127.00329339488836,37.56400916554933
ast_86bf4722d494,US Courtyard by Marriott Portfolio Rescue Capital Loan,호텔,아래 자산별 상세 내역,,not_found,,,,,,,
ast_2973f4cd4890,참빛솔라 태양광발전소,,경상북도 성주군 초천면 고산리 산61,,not_found,,,,,,,
ast_85753c049318,최강일 태양광발전소,,강원도 영월군 상동읍 수래리 194-1,,not_found,,,,,,,
ast_fbce63b04e98,새금풍력태양광발전소,,"강원도 정선군, 삼척시 남양안길",,low_confidence,5123012000103300003,남양동 330-3,road,5,token:삼척시;token:남양안길,129.16835880010166,37.44371087667309
ast_eadb0a414753,투태모에너지3호,,경상북도 군위군 소보면 도산리 산 89-5,,not_found,,,,,,,
ast_2382027b08d5,비취정보기술,,양양군 현남면 정자리,,safe,5183034025100010000,강원특별자치도 양양군 현남면 정자리 1,parcel,8,token:양양군;token:현남면;token:정자리,128.74025046783174,37.96880685402323
ast_936d6d5e77d1,은하수솔라,,전라북도 남원시 보절면 사촌리 산18-3,,not_found,,,,,,,
ast_cc5aa1a95e56,화성솔라,,전북 남원시 보절면사촌리 산18-4,,not_found,,,,,,,
ast_1f7b90e8b01b,옥스포드,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_d16ce1cedc18,미래화희망,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_d2b681f14622,해바라기,,전라남도 고흥군 도화면 봉룡리 산221-1,,not_found,,,,,,,
ast_50b96d931bfa,아레나스안성,물류센터,안성시 양성면 산정리 산11-4번지 외 17필지,,low_confidence,4413331032101160005,입장면 용정리 116-5,road,1,,127.18705501826682,36.921094882477625
ast_e47c4c7b3344,오산세교 주거시설,주거,"경기도 오산시
오산세교2지구
M1BL",,not_found,,,,,,,
ast_3e6ab9503501,두산빌딩,오피스,서울시 강남구 언주로 726(논현동),,safe,1168010800101050007,논현동 105-7,road,11,token:강남구;token:언주로;token:논현동;lot:726,127.03519746408392,37.51938193705722
ast_0e81972e2bec,판교아이스퀘어D동,오피스복합,경기도 성남시 수정구 창업로 17,,safe,4113111500103390000,시흥동 339,road,13,token:경기도;token:성남시;token:수정구;token:창업로;lot:17,127.09783108148085,37.41201391397718
ast_4e209ca0367c,판교아이스퀘어E동,오피스복합,경기도 성남시 창업로 17,,safe,4113111500103390000,시흥동 339,road,11,token:경기도;token:성남시;token:창업로;lot:17,127.09783108148085,37.41201391397718
ast_47cfb7af7038,서울로타워,오피스,서울특별시 중구 퇴계로18,,safe,1114012800100050002,남산동1가 5-2,road,11,token:서울특별시;token:중구;token:퇴계로18;lot:18,126.98502959945667,37.56042126526704
ast_62cb735c467e,판교아이스퀘어C1블럭상업및숙박시설,오피스복합,경기도 성남시 수정구 창업로 18,,safe,4113111500103220000,시흥동 322,road,13,token:경기도;token:성남시;token:수정구;token:창업로;lot:18,127.09839492511128,37.41343433209822
ast_e7e65d3bc117,역삼AP타워,오피스,서울시 강남구 테헤란로 218,,safe,1168010100107190001,역삼동 719-1,road,9,token:강남구;token:테헤란로;lot:218,127.04041440137365,37.501500422841836
ast_73e5216b97f6,이천 마장면 물류센터,물류센터,경기도 이천시 마장면 회억리 104,,not_found,,,,,,,
ast_bfb1c5d3da5c,마곡 명소화부지 개발사업,오피스복합,"서울 강서구 마곡동 지원시설용지 DSP1, DSP2",,not_found,,,,,,,
ast_0595e7f4dccc,동서발전,,경상북도 예천군 은풍면 부초리 산44,,safe,4790043029200440001,경상북도 예천군 은풍면 부초리 산 44-1,parcel,10,token:경상북도;token:예천군;token:은풍면;token:부초리,128.4504957094249,36.728581061099334
ast_9053eb385f92,케이앤스틸테크놀로지,,"경상북도 상주시 내서면 노류리 산141-1, 572-1, 모서면 대포리 산20-5",,not_found,,,,,,,
ast_181f610edf73,케이에이치테크단북1호,,"경상북도 예천군 풍양면 홍천리 356, 357, 390",,not_found,,,,,,,
ast_fd6c2781e217,에스와이솔라,,부산광역시 강서구 낙동북로 236,,safe,2644010100116190000,대저1동 1619,road,11,token:부산광역시;token:강서구;token:낙동북로;lot:236,128.95471707351425,35.20967328291486
ast_b63d20942515,씨에스에너텍,,"경산시 진량읍 다문로 188-9, 경산시 진량읍 공단6로 42, 42-1",,safe,4729025321111860007,진량읍 신상리 1186-7,road,13,token:경산시;token:진량읍;token:다문로;token:경산시;lot:188-9,128.83209150127004,35.87650350142211
ast_dafd8d7ea9a9,어량리,,"전라북도 익산시 밍상면 어량리 1743-14, 906-47, 906-46, 1743-13",,not_found,,,,,,,
ast_88157f8599f7,솔라팩토리22호,,경북 김천시 어모면 남신리 213번지,,not_found,,,,,,,
ast_74c55ca84e27,원그로브(마곡CP4 복합개발사업),오피스복합,"서울시 강서구 마곡동 769,769-1",,safe,1150010500107690000,서울특별시 강서구 마곡동 769,parcel,10,token:강서구;token:마곡동;lot:769,126.8248082365593,37.561383518730054
ast_386a43afd1af,서초동 오피스텔 개발 사업,주거,"서울시 서초구 서초동 1454-1, 2",,not_found,,,,,,,
ast_fb643944b2a8,B스퀘어,오피스,부산광역시 부산진구 중앙대로 639,,safe,2623010400108630001,범천동 863-1,road,11,token:부산광역시;token:부산진구;token:중앙대로;lot:639,129.05877948074672,35.14971549206719
ast_7f15dadaebbf,카이트타워 선순위 담보대출,오피스,서울특별시 강남구 테헤란로 306,,safe,1168010100107060001,역삼동 706-1,road,11,token:서울특별시;token:강남구;token:테헤란로;lot:306,127.04395236367787,37.50248290594915
ast_0d7b28ca87e1,성수동 오피스 개발사업 선순위 브릿지론,,서울특별시 성동구 성수동2가 279,,safe,1120011500102790000,서울특별시 성동구 성수동2가 279,parcel,12,token:서울특별시;token:성동구;token:성수동2가;lot:2,127.0621981135995,37.54630351556979
ast_d2b153d30e56,㈜동방 보유 유엔씨티㈜ 대출채권 매입,,울산광역시 남구 신항로716번길 1(황성동),,safe,3114011400108300000,황성동 830,road,13,token:울산광역시;token:남구;token:신항로716번길;token:황성동;lot:716,129.36389469924748,35.45836242449394
ast_6a1d2d5f164d,페어필드 메리어트 서울,호텔,서울 영등포구 경인로 870,,safe,1156010200101430003,영등포동1가 143-3,road,11,token:서울;token:영등포구;token:경인로;lot:870,126.90932189230759,37.51701833308587
ast_32b8e4125074,㈜동방 보유 유엔씨티㈜ 대출채권 매입,,울산광역시 남구 신항로716번길 1(황성동),,safe,3114011400108300000,황성동 830,road,13,token:울산광역시;token:남구;token:신항로716번길;token:황성동;lot:716,129.36389469924748,35.45836242449394
ast_20f01c104a7a,종로타워,오피스,서울특별시 종로구 종로2가 6,,safe,1111013800100060000,서울특별시 종로구 종로2가 6,parcel,12,token:서울특별시;token:종로구;token:종로2가;lot:2,126.98385022939598,37.5704597722079
ast_9b78a5e73c6b,Nuveen UK Enhanced Debt Fund,오피스복합,7개 포트폴리오,,not_found,,,,,,,
ast_2fd6370e9280,용산라이프PFV(보통주),오피스,서울용산구  청파로125 (한강로2가15-2) 일원,,low_confidence,1117012500100150002,한강로2가 15-2,road,5,lot:125,126.96602332856595,37.53395963130585
ast_aa235517fdc1,용산라이프PFV 대여금,오피스,서울특별시용산구청파로125 (한강로2가15-2),,not_found,,,,,,,
ast_c28b363f2b5a,페어필드 메리어트 서울,호텔,서울 영등포구 경인로 870,,safe,1156010200101430003,영등포동1가 143-3,road,11,token:서울;token:영등포구;token:경인로;lot:870,126.90932189230759,37.51701833308587
ast_d024a0fadf65,캐나다 물류중개업체 인수 관련 국내 SPC 대출채권,,"테헤란로87길 36, 1903호",,safe,1168010500101590000,삼성동 159,road,7,token:테헤란로87길;lot:87,127.05859693940937,37.5102331278461
ast_d8e5a4d52634,US BioMed Portfolio Senior Loan,오피스복합,16개 자산 포트폴리오,,not_found,,,,,,,
ast_0713581af76f,이지스 130호(모) 제1-1종 수익증권,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_da18f033a8bc,이지스 130호(모) 제2-1종 수익증권,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_7e3205174267,이태원동 133-17 외 2필지,리테일,서울특별시 용산구,,low_confidence,1117010400100010001,서울특별시 용산구 갈월동 1-1,parcel,6,token:서울특별시;token:용산구,126.97277832218327,37.54982971453412
ast_7d6f8cc1d9cb,시그니처타워,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_ab7f584e6f30,용산라이프PFV(보통주),오피스,서울용산구  청파로125 (한강로2가15-2) 일원,,low_confidence,1117012500100150002,한강로2가 15-2,road,5,lot:125,126.96602332856595,37.53395963130585
ast_5804290d6389,용산라이프PFV 대여금,오피스,서울특별시용산구청파로125 (한강로2가15-2),,not_found,,,,,,,
ast_8cec1143f42b,이지스 130호(모) 제1-1종 수익증권,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_65a880c4a803,이지스 130호(모) 제2-1종 수익증권,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_e88ca660b36b,이태원동 133-17 외 2필지,리테일,서울특별시 용산구,,low_confidence,1117010400100010001,서울특별시 용산구 갈월동 1-1,parcel,6,token:서울특별시;token:용산구,126.97277832218327,37.54982971453412
ast_d139acda1f42,하남시풍산동9MW 데이터센터,데이터센터,경기도하남시풍산동590-4번지,,not_found,,,,,,,
ast_e99c7779c9b8,두산빌딩,오피스,서울시 강남구 언주로 726(논현동),,safe,1168010800101050007,논현동 105-7,road,11,token:강남구;token:언주로;token:논현동;lot:726,127.03519746408392,37.51938193705722
ast_2739f0f0f8b8,하남시풍산동9MW 데이터센터,데이터센터,경기도하남시풍산동590-4번지,,not_found,,,,,,,
ast_40c746673d87,시그니처타워,,서울특별시 중구 청계천로 100,,safe,1114011000100990000,수표동 99,road,11,token:서울특별시;token:중구;token:청계천로;lot:100,126.98811323843287,37.567472802070306
ast_755dc2078b8b,목동 트라팰리스 스퀘어,리테일,"서울시 양천구 목동 962,962-1",,safe,1147010200109620000,서울특별시 양천구 목동 962,parcel,10,token:양천구;token:목동;lot:962,126.87037483334322,37.525973422518575
ast_9ab31b323659,Chauncey Square,,미국 인디애나州 Purdue  University 인근,,not_found,,,,,,,
ast_1413056b8256,GRAN PASEO 혼코마고메,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_b64b7d2f05cc,PASEO 신주쿠,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_53119042a240,PASEO 오기쿠보,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_3604f654fa0f,PASEO 사사즈카,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_ba62b631b6c6,GRAN PASEO 신주쿠,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_81f9f27b2736,PASEO 시모키타자와,,일본 도쿄도 23구 내,,not_found,,,,,,,
ast_d36d4302f996,용인기흥 파워센(개발),리테일,용인 기흥구 고매동 271번지 일원(총 14개 필지),,not_found,,,,,,,
ast_513f15f30c21,강동 성내 역세권 청년주택,주거,서울시 강동구 성내동 87-1번지 일원,,safe,1174010800104310013,성내동 431-13,road,9,token:강동구;token:성내동;lot:87-1,127.13261916908291,37.52676469514746
ast_30057bd3458e,여의도 파이낸스타워,,서울특별시 영등포구 국제금융로 2길 32,,safe,1156011000100230008,여의도동 23-8,road,13,token:서울특별시;token:영등포구;token:국제금융로;token:2길;lot:2,126.92412638156779,37.523880250319216
ast_51d214497682,삼성동 빌딩,,서울특별시 강남구 삼성로 512,,safe,1168010500101570001,삼성동 157-1,road,11,token:서울특별시;token:강남구;token:삼성로;lot:512,127.05659819782156,37.50810748388635
ast_880b26b6e8be,판교아이스퀘어D동,오피스복합,경기도 성남시 수정구 창업로 17,,safe,4113111500103390000,시흥동 339,road,13,token:경기도;token:성남시;token:수정구;token:창업로;lot:17,127.09783108148085,37.41201391397718
ast_96aea8917bf5,(주)페트로코너지 발행 지분증권 및 투자대상회사(이지스페트로코너지(주))에 대한,,"경남 양산시 상북면 효충2길13(페트로콕증기생산시설), 경기 시흥시 서울대학로 59-5 배곧가압장(연료전지",,not_found,,,,,,,
ast_f2586dff03b4,캐나다 물류중개업체 인수 관련 국내 SPC,,"테헤란로87길 36, 1903호",,safe,1168010500101590000,삼성동 159,road,7,token:테헤란로87길;lot:87,127.05859693940937,37.5102331278461
ast_7c345c8c857a,시온솔라,,경북 영천시 북안면 효리 산82-1,,not_found,,,,,,,
ast_0dba05706295,판교아이스퀘어E동,오피스복합,경기도 성남시 창업로 17,,safe,4113111500103390000,시흥동 339,road,11,token:경기도;token:성남시;token:창업로;lot:17,127.09783108148085,37.41201391397718
ast_cbf922113fc6,판교 제2테크노밸리 C1 C2블록 I-Square 개발,오피스복합,경기도 판교 제2테크노밸리 C1 C2블록,,not_found,,,,,,,
ast_0766c7718345,동부산 테마파크 개발사업,오피스복합,부산광역시 기장군 기장읍 일원 (동부산관광단지내),,not_found,,,,,,,
ast_6d51cde27e33,해운대 L7,호텔,부산광역시 해운대구 우동 626-14번지 일원,,not_found,,,,,,,
ast_a5ca6d81dcd9,서리풀개발사업,오피스복합,서울시 서초구 서초동 1005-1 외,,not_found,,,,,,,
ast_fa825d8bd449,성수동 복합시설 개발사업,오피스,"서울특별시 성동구 성수동2가 314-10, 314-11, 314-27번지",,not_found,,,,,,,
ast_04ce3ef6593c,오산세교2지구 M-1BL 주상복합,오피스복합,경기도 오산시 오산세교2지구 M1BL,,not_found,,,,,,,
ast_d9f820e5df21,안성 성은지구 물류센터,물류센터,경기도 안성시 원곡면 성은리 319-1,,not_found,,,,,,,
ast_bb3782e6cd9f,마곡CP4 복합시설 개발,오피스복합,"마곡동 769,769-1",,safe,1150010500107690000,서울특별시 강서구 마곡동 769,parcel,8,token:마곡동;lot:769,126.8248082365593,37.561383518730054
ast_5e78208b8107,상봉 청년주택 개발,주거,중랑구 상봉동 109-28 외,,not_found,,,,,,,
ast_7ab6aebd7878,검단 오피스텔 개발,주거,"인천광역시 서구 원당동 3203-104, 105",,not_found,,,,,,,
ast_2135120fef32,공주시 웅진동 공동주택,주거,충청남도 공주시 웅진동,,safe,4415010700100010001,충청남도 공주시 웅진동 1-1,parcel,8,token:충청남도;token:공주시;token:웅진동,127.1134723846277,36.471642739341476
ast_cd00a5beb0b3,밀레니엄힐튼호텔,오피스복합,서울특별시 중구 소월로 50,,safe,1114011800103950000,남대문로5가 395,road,11,token:서울특별시;token:중구;token:소월로;lot:50,126.97559996828966,37.5554685413595
ast_992b226b8a43,부림빌딩,오피스,"서울특별시 중구 을지로 1가 42, 을지로1가 71-9번지",,safe,1114010500100010001,서울특별시 중구 을지로2가 1-1,parcel,12,token:서울특별시;token:중구;token:을지로;lot:42,126.98325379585054,37.56623834584635
ast_cd18ba041afc,메트로타워,오피스,서울특별시 중구 퇴계로 10,,safe,1114011800105370000,남대문로5가 537,road,11,token:서울특별시;token:중구;token:퇴계로;lot:10,126.97434297461129,37.55626383430488
ast_10ad74d3885c,용답동 청년주택 개발사업,,"서울 성동구 용답동 231,231-1번지",,safe,1120012200102310000,서울특별시 성동구 용답동 231,parcel,12,token:서울;token:성동구;token:용답동;lot:231,127.06353220730699,37.560627395430146
ast_e28d1ea3fa3e,분당Hostway IDC,,분당구 장미로 36,,safe,4113510700103430001,야탑동 343-1,road,9,token:분당구;token:장미로;lot:36,127.12450125490713,37.41352131429935
