query,entity_type,entity_id,display_title,relation_type,related_asset_id,related_fund_id,related_project_id,source_table,rank_weight,token_row_count,relation_paths_count,relation_paths_preview,status
이오타서울,project,iota-seoul,이오타서울 (IOTA Seoul),self,,,iota-seoul,projects,100,5,5,"{'path': 'project:self'} / {'edge_id': 'cb4df18d3ee42b9167fbf643baae3466', 'direction': 'source_to_target', 'edge_type': 'project_parent_child', 'link_method': 'projects.parent_project_id'} / {'edge_id': '5cbeebdff928a0b7bd68d7f70776be28', 'direction': 'source_to_target', 'edge_type': 'project_parent_child', 'link_method': 'projects.parent_project_id'} / {'edge_id': '97b57c6f9770c45b9c6fc5e22be2a544', 'direction': 'source_to_target', 'edge_type': 'project_parent_child', 'link_method': 'projects.parent_project_id'}",ok
이오타서울,project,project_notion_3258ced4-3c47-818d-9da5-c27149a74a92,이오타서울 427,self,,,project_notion_3258ced4-3c47-818d-9da5-c27149a74a92,projects,100,2,2,{'path': 'project:self'},ok
이오타서울,project,project_notion_3258ced4-3c47-81cb-a4ff-e9df05eb2777,이오타서울 816,self,,,project_notion_3258ced4-3c47-81cb-a4ff-e9df05eb2777,projects,100,2,2,{'path': 'project:self'},ok
눈스퀘어,asset,ast_fe9e7fc006fb,눈스퀘어,self,ast_fe9e7fc006fb,112006,,"asset_fund_links, asset_master, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,13,13,"{'path': 'asset:self'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'target_to_source', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '6f7cec6cd6e1bfb57d5d6b7edbdbfaf7', 'direction': 'target_to_source', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'}",ok
눈스퀘어,beneficiary,beneficiary_2af6c324c3ae211b1c45d984d10bb78f,국민연금공단,self,ast_e0a9abed71bf,112209,,beneficiary_exposures,100,20,20,"{'path': 'beneficiary:self'} / {'edge_id': '3f5802ed8c713bb416df2422a5a6b8c9', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'cea4bd1d4c5d557a6a0b7e49db2b13d1', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'aee8b7a2e4cbb7b91227b1aef904a16c', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'}",ok
눈스퀘어,beneficiary,beneficiary_9c5cdda4520a23dd3ea0492fd5afb585,경찰공제회,self,ast_a69271e859b5,112128,,beneficiary_exposures,100,14,14,"{'path': 'beneficiary:self'} / {'edge_id': 'e6ca5954bb7f8d20352917a4fbf83539', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'aa84e236c611fc0bb0d2a6333f176350', 'direction': 'source_to_target', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'cef0168c94fa99b6c0f87fd86551ed67', 'direction': 'source_to_target', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'}",ok
눈스퀘어,beneficiary,beneficiary_fd1712a508dbd8e44c2441fd2ab8048d,이지스자산운용,self,ast_3e6ab9503501,112368,,beneficiary_exposures,100,202,202,"{'path': 'beneficiary:self'} / {'edge_id': '3fe602a66c688e7efc2c0a2e9bb43b81', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'f34f73a2e2b776449c465620b4ebb8fa', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': '7db3d4b2a14d816e80bf1857f00fc65b', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'}",ok
눈스퀘어,fund,112006,[7호] 이지스일반사모부동산투자신탁7호,self,ast_fe9e7fc006fb,112006,,"asset_fund_links, beneficiary_exposures, lender_exposures, v_funds_enriched",100,8,8,"{'path': 'fund:self'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'f8dbf34040ecfd8d676a148969dc4d9f', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'bc5455e73057e1437c46222a0b203b95', 'direction': 'target_to_source', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'}",ok
눈스퀘어,lender,lender_920ba280faca01fae914f1d3293c5e16,하나은행,self,ast_d92e2b93a0fd,112751,,lender_exposures,100,23,23,"{'path': 'lender:self'} / {'edge_id': '4a615335ca5cbdfc439644388029b94b', 'direction': 'source_to_target', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'} / {'edge_id': '6f7cec6cd6e1bfb57d5d6b7edbdbfaf7', 'direction': 'source_to_target', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'} / {'edge_id': '3018a549b44b0250222f164ec2918c29', 'direction': 'source_to_target', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'}",ok
눈스퀘어,lender,lender_d1da98751792376e13d62a806e233d84,DB손해보험,self,ast_21ccb7c9f7bd,112608,,lender_exposures,100,18,18,"{'path': 'lender:self'} / {'edge_id': '3eb44ae2c962f6347e8affe323905da4', 'direction': 'source_to_target', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'} / {'edge_id': '0cfe16d1c485a5a2054f4f0f2a78acb0', 'direction': 'source_to_target', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'} / {'edge_id': '882987b42e30e070e0324eaed2da28d5', 'direction': 'source_to_target', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'}",ok
눈스퀘어,project,project_notion_3258ced4-3c47-818f-8658-c0aeb026bc8c,눈스퀘어,self,,,project_notion_3258ced4-3c47-818f-8658-c0aeb026bc8c,projects,100,2,2,{'path': 'project:self'},ok
국민연금,asset,ast_0920c9043185,인천석남물류센터,self,ast_0920c9043185,112749,project_notion_3258ced4-3c47-8166-8841-e0de7316e354,"asset_fund_links, asset_master, asset_project_link_resolution, beneficiary_exposures, v_funds_enriched+asset_fund_links",100,73,73,"{'path': 'asset:self'} / {'edge_id': '85bc57d1e8998ea730cf0f3fdec3d489', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'dc176a3ab956d8e113db74f705eb34c6', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '6213a3017b48967d169773238a389afe', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_3aee5443a745,아레나스양지물류센터,self,ast_3aee5443a745,112129,project_notion_3258ced4-3c47-81b7-91a0-d8146935f603,"asset_fund_links, asset_master, asset_project_link_resolution, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,47,47,"{'path': 'asset:self'} / {'edge_id': '3eea9c472dc9212efe4634c1c4acf6f4', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '9ad092be783db0941f41c2f42d481ea6', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'd7fdef0c45dedb2712c157e28eafbfdb', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_74aec6939fcf,포포인츠바이쉐라톤조선서울명동,self,ast_74aec6939fcf,112128,,"asset_fund_links, asset_master, beneficiary_exposures, v_funds_enriched+asset_fund_links",100,14,14,"{'path': 'asset:self'} / {'edge_id': 'c90cf22abb79bbfb52a939672386d24a', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'c90cf22abb79bbfb52a939672386d24a', 'direction': 'target_to_source', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '01a9f09e11b7671be31b245e03555df5', 'direction': 'target_to_source', 'edge_type': 'beneficiary_asset', 'link_method': 'derived_via_fund_asset_link'}",ok
국민연금,asset,ast_74c55ca84e27,원그로브(마곡CP4 복합개발사업),self,ast_74c55ca84e27,112589,,"asset_fund_links, asset_master, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,40,40,"{'path': 'asset:self'} / {'edge_id': '36e22d178a7e664abeacd5b40d8a824b', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'dadb97df3dd4fba443c026d6dd87c8cf', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'ab2a9b589bc32ca7ed0aa2edb2e706de', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_7e9acc299d06,V플렉스,self,ast_7e9acc299d06,112144,,"asset_fund_links, asset_master, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,31,31,"{'path': 'asset:self'} / {'edge_id': '4b946757a025afcdd4052b2bd03e21c7', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '5e1c152e3d4a3dfb0dc067ceda08ef02', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'c20d7aefe052d12815bc8bb5cd7caff8', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_a81bf18a93d4,스타필드(고양),self,ast_a81bf18a93d4,,,"asset_master, beneficiary_exposures",100,3,3,"{'path': 'asset:self'} / {'edge_id': 'e491cc06da2e9d5d29315c727899683e', 'direction': 'target_to_source', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'}",ok
국민연금,asset,ast_b3db1f189553,센터필드,self,ast_b3db1f189553,112212,,"asset_fund_links, asset_master, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,49,49,"{'path': 'asset:self'} / {'edge_id': '2af35ce0601adbfb13cd1d8ac31ca1a0', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '716e4b40d68349db1e03313356888bc7', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '7ac9dda659044b82f8b9f64517805938', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_cd4e754af9e0,평촌G스퀘어,self,ast_cd4e754af9e0,,,"asset_master, beneficiary_exposures, lender_exposures",100,13,13,"{'path': 'asset:self'} / {'edge_id': '340502fb074d897b7c282a6c0599b4ee', 'direction': 'target_to_source', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'} / {'edge_id': '3f2b71dc9adc77b1a11b371ba006bf90', 'direction': 'target_to_source', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'c4e4103b104c69c6e4a83cc469f42d08', 'direction': 'target_to_source', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'}",ok
국민연금,asset,ast_e0a9abed71bf,롯데수원역쇼핑타운토지,self,ast_e0a9abed71bf,112037,project_notion_3258ced4-3c47-8180-8b84-fcbb5e944aca,"asset_fund_links, asset_master, asset_project_link_resolution, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,28,28,"{'path': 'asset:self'} / {'edge_id': 'ba94ae4ba2bfb6cb56fb86f5fe740f0e', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'd3d916a42cd5eba741605f453c966dfb', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '67f32c1bcb51f770218c746a2be8a0d9', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,asset,ast_fe9e7fc006fb,눈스퀘어,self,ast_fe9e7fc006fb,112006,,"asset_fund_links, asset_master, beneficiary_exposures, lender_exposures, v_funds_enriched+asset_fund_links",100,13,13,"{'path': 'asset:self'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'fund_token_to_asset', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'target_to_source', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '6f7cec6cd6e1bfb57d5d6b7edbdbfaf7', 'direction': 'target_to_source', 'edge_type': 'lender_asset', 'link_method': 'direct_asset_id'}",ok
국민연금,beneficiary,beneficiary_2af6c324c3ae211b1c45d984d10bb78f,국민연금공단,self,ast_e0a9abed71bf,112209,,beneficiary_exposures,100,20,20,"{'path': 'beneficiary:self'} / {'edge_id': '3f5802ed8c713bb416df2422a5a6b8c9', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'cea4bd1d4c5d557a6a0b7e49db2b13d1', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'} / {'edge_id': 'aee8b7a2e4cbb7b91227b1aef904a16c', 'direction': 'source_to_target', 'edge_type': 'beneficiary_asset', 'link_method': 'direct_asset_id'}",ok
국민연금,fund,112006,[7호] 이지스일반사모부동산투자신탁7호,self,ast_fe9e7fc006fb,112006,,"asset_fund_links, beneficiary_exposures, lender_exposures, v_funds_enriched",100,8,8,"{'path': 'fund:self'} / {'edge_id': 'e8c5261da01f73ff29eda4909b96928d', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'f8dbf34040ecfd8d676a148969dc4d9f', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'bc5455e73057e1437c46222a0b203b95', 'direction': 'target_to_source', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'}",ok
국민연금,fund,112037,[30호] 이지스복합쇼핑몰사모부동산투자신탁30호,self,ast_e0a9abed71bf,112037,,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, lender_exposures, v_funds_enriched",100,8,8,"{'path': 'fund:self'} / {'edge_id': '6de2e209b4f2ca3af43f9b0907a8604f', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'a61bb760c3cee3c03d59e0c8f2f1cdab', 'direction': 'source_to_target', 'edge_type': 'asset_project', 'link_method': 'asset_project_link_resolution:fund_as_project'} / {'edge_id': '145c5bfd55da906cff8289e173ae18dc', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'}",ok
국민연금,fund,112085,[103호] 이지스제103호전문투자형사모부동산투자유한회사,self,ast_03b867e56a1e,112085,,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, lender_exposures, v_funds_enriched",100,15,15,"{'path': 'fund:self'} / {'edge_id': '44f4536b187e52a192defc9c7595e90c', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '7088c90847e693455f6bdcb9da154dbf', 'direction': 'source_to_target', 'edge_type': 'asset_project', 'link_method': 'asset_project_link_resolution:fund_as_project'} / {'edge_id': 'd36077ad7fb032b7bbe3b0f72797f848', 'direction': 'target_to_source', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'}",ok
국민연금,fund,112100,[87호] 이지스일반사모투자신탁87호,self,ast_53a61027bef6,112100,,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, v_funds_enriched",100,5,5,"{'path': 'fund:self'} / {'edge_id': '49c601f570e7432bae554fd7d8773605', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '6918489107c39de99d47de6d0faee249', 'direction': 'source_to_target', 'edge_type': 'asset_project', 'link_method': 'asset_project_link_resolution:fund_as_project'} / {'edge_id': 'dae43c1d532ff155d2fa891c7314f812', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'}",ok
국민연금,fund,112128,[코어1호] 이지스코어플랫폼일반사모부동산자투자신탁제1호,self,ast_74aec6939fcf,112128,,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, v_funds_enriched",100,12,12,"{'path': 'fund:self'} / {'edge_id': 'c90cf22abb79bbfb52a939672386d24a', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '5e1c152e3d4a3dfb0dc067ceda08ef02', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'a01e69e5cc9290005d8074950f530034', 'direction': 'source_to_target', 'edge_type': 'asset_project', 'link_method': 'asset_project_link_resolution:fund_as_project'}",ok
국민연금,fund,112209,[210호] 이지스제210호전문투자형사모부동산투자회사(운용),self,ast_b3db1f189553,112209,,"asset_fund_links, beneficiary_exposures, lender_exposures, v_funds_enriched",100,26,26,"{'path': 'fund:self'} / {'edge_id': '716e4b40d68349db1e03313356888bc7', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '653fa07278359b730072470f835ac01c', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'e2b3ecec6d10f38b99ac4b2e2d4e5329', 'direction': 'target_to_source', 'edge_type': 'beneficiary_fund', 'link_method': 'direct_fund_id'}",ok
국민연금,fund,112500,[인컴앤그로스 2호] 이지스인컴앤그로스일반사모부동산자투자신탁제2호,self,ast_0920c9043185,112500,,"asset_fund_links, beneficiary_exposures, v_funds_enriched",100,13,13,"{'path': 'fund:self'} / {'edge_id': '85bc57d1e8998ea730cf0f3fdec3d489', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'a67f04d44c0d0de56a300e23aef1d688', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': 'e80aeb0fe0d5f6ac3f3c36a986738aa6', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'}",ok
국민연금,fund,112589,[416호] 이지스일반사모부동산투자신탁제416호(운용),self,ast_74c55ca84e27,112589,,"asset_fund_links, beneficiary_exposures, lender_exposures, v_funds_enriched",100,23,23,"{'path': 'fund:self'} / {'edge_id': '36e22d178a7e664abeacd5b40d8a824b', 'direction': 'source_to_target', 'edge_type': 'fund_asset', 'link_method': 'asset_fund_links'} / {'edge_id': '1ed05ad6302dccd6fe277c287a7a9314', 'direction': 'target_to_source', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'} / {'edge_id': 'da08926ee0f595d0a6a481401301c9ee', 'direction': 'target_to_source', 'edge_type': 'lender_fund', 'link_method': 'direct_fund_id'}",ok
